Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks
S600737,O93530,C1695,John Doe,amit@gmail.com,+919739668187,Chennai,india,West,600001.0,P6565,Headphones,Furniture,94.91411095670665,7.0,1206.7690414433216,61620.033408472336,2023-04-16,2020-07-22,12.0,Pending,,V646,Mrs. Patel,Bike,R180,2556.84184777188,1756.9267606299247,,,,Low,UPI,Yes,Not Returned,Check packaging
S267613,O20851,C2126,,amit@gmail.com,+917351745307,Chennai,,South,400001.0,P7514,Headphones,Furniture,73.03621322007824,7.0,4932.496363399561,128829.12309077912,2020-06-19,2023-08-18,13.0,delayed,Road,V616,,Cargo,R364,8565.430963853194,1456.7019584324769,Warehouse B,South Hub,Mr. Patel,Low,Cash,No,Returned,Handle with care
S105553,O35948,C8600,Fatima Noor,jane@,+917297421910,Delhi,U.K.,South,560001.0,P1774,Mobile,Food,28.452983713894387,4.0,1984.8354527273511,183271.34340878917,2021-05-05,2021-12-13,-2.0,DELAYED,Air,V407,Mrs. Patel,Bike,R577,2556.84184777188,320.2241976241424,Hub C,South Hub,Ms. Verma,Medium,Debet,,Pending,
S639630,O83238,C7138,Amit Kumar,john@example.com,+916759068012,Chennai,U.K.,East,600001.0,P5348,Charger,Clothing,30.809070032750384,8.0,3146.5043766263207,198229.44047125307,2025-09-21,2020-12-31,11.0,In Transit,Ship,V968,Mr. Lee,Bike,R762,9057.001815926433,1939.5087039777627,Hub C,Central,,,Credt,,Not Returned,Handle with care
S573485,O51394,C2046,michael brown,jane@,+918953921182,Delhi,UK,West,560001.0,P8400,Charger,Food,92.22648638480013,13.0,3034.5907719184906,65423.89090924677,2021-01-24,2024-08-08,7.0,delayed,Air,V593,Mr. Lee,Truck,R565,1183.948113343711,1678.0809125988496,,Central,Mr. Khan,Low,Card,No,Pending,Delayed delivery
S137392,O64377,C6351,Fatima Noor,,+918092177121,Bangalore,USA,West,110001.0,P7965,Charger,Electronics,77.2413994952516,5.0,394.1316242533175,105894.7434817643,2022-04-15,2022-03-20,2.0,,Road,V367,Ms. Sharma,Cargo,R324,5513.3751846654795,494.64818993831005,,South Hub,Ms. Verma,High,Online,,,Check packaging
S694591,O55440,C7690,Fatima Noor,amit@gmail.com,+917748619220,Delhi,india,West,,P2490,,Electronics,88.77766788634449,5.0,1412.1114331677868,183271.34340878917,2023-10-15,2020-01-26,-1.0,,,V953,Mr. Lee,Bike,R192,666.2038034756613,685.8229713419096,Warehouse B,North Hub,Ms. Verma,High,Debet,,Pending,
S353643,O20586,C7512,Jane Smith,john@example.com,+918746647444,Bangalore,U.K.,South,400001.0,P6804,Mobile,Food,83.32804275964196,11.0,2847.357221366099,105894.7434817643,2023-02-21,2023-12-04,,In Transit,Rail,V983,Mr. Rao,Truck,R323,1084.9684005823767,,,Central,,High,Debet,Yes,Pending,Check packaging
S698872,O30687,C6908,Fatima Noor,,+918203713000,Bangalore,India,West,400001.0,P6198,Charger,Furniture,5.000115246598537,13.0,3232.275874206702,7967.942200681889,2024-05-20,2025-01-13,3.0,delayed,Ship,V125,,Bike,R216,4527.669155469163,914.0718784944544,Warehouse B,Central,Mr. Khan,High,UPI,Yes,Returned,
S944934,O68275,C6019,Fatima Noor,john@example.com,+918722410376,Delhi,India,West,400001.0,P6433,Headphones,Food,37.766741825312565,10.0,843.7059873305701,90097.76479821977,2024-11-14,2022-10-02,3.0,delayed,,V792,Ms. Sharma,,R488,9138.029149244574,1456.7019584324769,Warehouse A,North Hub,Mr. Khan,Low,Online,,Not Returned,Handle with care
S399557,O91506,C3143,michael brown,,+917337514523,,India,South,,P8335,,,49.770102556071386,13.0,2036.6726209806648,44976.48821164394,2023-06-23,2020-01-01,1.0,DELAYED,Rail,V351,Mrs. Patel,Cargo,R532,9138.029149244574,1507.020936989745,Warehouse A,Central,Ms. Verma,High,Cash,No,Pending,
S575613,O38545,C1761,John Doe,amit@gmail.com,+917186246993,Bangalore,us,,560001.0,P8570,,Clothing,73.09581474463738,9.0,3034.5907719184906,72713.96427958044,2024-08-29,2020-05-14,5.0,DELAYED,Air,V104,Mr. Rao,Bike,R634,2321.3171458743936,1886.765690457728,Warehouse B,North Hub,,Low,Debet,No,Pending,Delayed delivery
S298990,O84023,C9232,Fatima Noor,,+918973549760,Chennai,USA,,600001.0,P5843,Charger,Furniture,45.878963429595075,7.0,1412.1114331677868,14882.343104953283,2020-02-29,2021-02-24,-4.0,DELAYED,,V456,Mr. Lee,Van,R609,5719.099566952399,1994.2523994096919,Hub C,North Hub,Mr. Khan,,UPI,No,Returned,
S553033,O35074,C4400,michael brown,john@example.com,+917153645758,,us,North,560001.0,P1341,Headphones,Furniture,76.19811233738129,15.0,3437.707851730763,169264.584847676,2022-10-17,2024-10-22,3.0,Delivered,Ship,V366,Mr. Rao,,R553,9983.976999460425,579.5517679876584,Warehouse A,South Hub,,,,Yes,,Check packaging
S275531,O92969,C9909,,jane@,+916886464358,,India,West,110001.0,P4385,Charger,Furniture,82.95938216061697,17.0,4886.341830401388,,2021-08-31,2024-02-23,1.0,DELAYED,Air,V706,Mr. Lee,,R142,5873.870748481539,168.366458425427,Hub C,,Ms. Verma,High,Cash,No,,
S836496,O46548,C7935,,jane@,+917149032566,Mumbai,us,South,600001.0,P3373,,Electronics,51.66632662215436,3.0,3146.5043766263207,103270.95873135468,2023-07-24,2024-03-27,3.0,In Transit,Road,V135,Mr. Rao,,R996,6919.232083134686,1861.9599008559658,Hub C,North Hub,,Low,Credt,No,,
S448070,O79153,C8280,,amit@gmail.com,+917914374421,,U.K.,North,400001.0,P9125,Laptop,Furniture,0.0,5.0,4932.496363399561,154723.2036324777,2022-07-07,2023-02-07,1.0,Cancelled,Rail,V708,,Truck,R404,4344.41136364849,772.2360719398845,,,,,Credt,No,Pending,Check packaging
S307217,O37880,C3420,,,+917443641233,Chennai,USA,West,,P2806,Mobile,,16.023854724022435,1.0,3619.05414454862,131061.78180224224,2022-03-01,2023-01-11,-5.0,Delivered,Rail,V771,,,R729,4774.58244357933,914.0718784944544,Warehouse B,North Hub,Mr. Khan,,Debet,No,Not Returned,Delayed delivery
S496438,O78534,C2356,Fatima Noor,john@example.com,+916776360491,Bangalore,India,,600001.0,P9707,Mobile,Accessories,61.37936302487676,13.0,1931.0364529917217,38876.644399990495,2024-03-14,2024-02-27,-4.0,,Air,V324,Mr. Rao,Cargo,R584,8565.430963853194,1979.5750926281758,,North Hub,Mr. Patel,High,UPI,,,
S743855,O24640,C8603,,amit@gmail.com,+917524966511,Delhi,us,North,,P7245,Mobile,Electronics,97.00603029011843,8.0,3619.9653685616213,148242.9734891228,2020-08-10,2021-11-09,0.0,DELAYED,Road,V162,Ms. Sharma,Bike,R302,3219.920605891895,320.2241976241424,Hub C,Central,,Medium,,Yes,Returned,Check packaging
S134144,O71016,C8296,michael brown,john@example.com,+916745065398,Bangalore,UK,East,,P3037,Charger,Electronics,44.29517312709033,4.0,3146.5043766263207,121583.50871196765,2023-04-22,2021-06-16,3.0,delayed,Rail,V884,Mr. Rao,Van,R817,9057.001815926433,939.1455906329755,,Central,Mr. Khan,High,Debet,Yes,Not Returned,Check packaging
S669174,O28096,C1619,,amit@gmail.com,+916194816847,mumbai,UK,,600001.0,P9891,Tablet,,51.66632662215436,17.0,3628.7040959927253,62335.441039422105,2025-04-13,2020-03-17,11.0,delayed,,V798,Mrs. Patel,Truck,R659,8607.49252558509,804.0189188740103,,South Hub,Mr. Khan,Medium,Cash,No,Returned,
S729060,O30271,C8782,michael brown,john@example.com,+916525988797,mumbai,UK,East,400001.0,P8839,Charger,Accessories,98.69525019175147,9.0,3014.228372520391,62335.441039422105,2023-02-21,2023-04-09,12.0,Pending,Road,V283,Mr. Rao,Van,R272,7753.704802499183,1003.3030524525525,Warehouse B,,,High,Cash,No,Not Returned,Delayed delivery
S655016,O70385,C4685,,amit@gmail.com,+918557181071,Mumbai,U.K.,South,110001.0,P6795,,Food,11.235196985833793,5.0,3316.075935425896,,2025-05-02,2020-08-24,12.0,,Road,V972,Mr. Lee,Truck,R935,8916.361692792909,465.70878142273426,Warehouse B,North Hub,Mr. Khan,Low,Online,No,Not Returned,Check packaging
S749557,O92571,C4913,John Doe,,+919194598598,Delhi,india,West,,P2591,Laptop,Furniture,49.770102556071386,11.0,4932.496363399561,131653.96707301988,2020-05-29,2024-05-14,0.0,Delivered,Ship,V615,Ms. Sharma,Truck,R739,3978.506822396121,1070.479318614681,Hub C,,Mr. Patel,Low,Cash,,Pending,Handle with care
S108243,O91685,C8628,michael brown,amit@gmail.com,+919106643305,mumbai,UK,South,600001.0,P1988,Laptop,Clothing,82.95938216061697,17.0,3545.305278534692,192457.5094672196,2020-04-06,2022-11-24,12.0,Delivered,Ship,V927,Mrs. Patel,,R870,1209.5034005447242,182.9656144420159,Warehouse A,Central,,Medium,Debet,,Not Returned,Handle with care
S299106,O28061,C3720,Amit Kumar,john@example.com,+919191679925,Delhi,U.K.,East,600001.0,P6447,Headphones,Electronics,16.023854724022435,4.0,4256.863571377221,147017.13630754218,2025-05-04,2021-04-06,12.0,Delivered,Air,V437,,Truck,R843,8553.133890518824,685.8229713419096,Warehouse B,South Hub,Mr. Khan,High,Card,,Not Returned,Delayed delivery
S492356,O42267,C3656,John Doe,john@example.com,+918871328369,mumbai,us,East,,P7718,Laptop,Furniture,80.31859958502694,8.0,3628.7040959927253,196124.17913065635,2020-06-29,2025-03-02,8.0,delayed,Rail,V986,Mrs. Patel,Van,R607,4839.546420163297,573.7657680312049,Hub C,,Mr. Patel,Medium,Cash,Yes,Pending,Check packaging
S487437,O50393,C4673,Fatima Noor,amit@gmail.com,+916899544406,Bangalore,UK,,600001.0,P4338,,Furniture,11.235196985833793,2.0,3436.1508877561932,190358.3469061544,2024-11-25,2022-09-17,8.0,delayed,Rail,V498,Mrs. Patel,Cargo,R414,3732.107672092139,107.63480635290375,Hub C,South Hub,,Medium,Credt,Yes,Pending,
S329210,O95312,C3683,Jane Smith,john@example.com,+919086201246,mumbai,us,South,600001.0,P9444,,Clothing,89.53532136755106,11.0,4539.137138587447,56302.18553258772,2024-10-16,2025-08-15,12.0,Cancelled,Rail,V953,Ms. Sharma,,R577,4582.846229073827,309.92670108277554,Warehouse A,North Hub,Mr. Patel,Low,Debet,,,
S916444,O96923,C9348,Li Wei,amit@gmail.com,+917533035054,Bangalore,us,West,400001.0,P6584,,Food,77.2413994952516,10.0,4386.362714030262,10057.478730660614,2024-05-08,2023-11-24,4.0,delayed,Road,V857,Ms. Sharma,Van,R304,1183.948113343711,433.1428677108873,Warehouse A,Central,Mr. Patel,High,Cash,No,Pending,Check packaging
S990955,O68341,C9321,Li Wei,amit@gmail.com,+918447061241,Chennai,UK,North,600001.0,P2266,,Accessories,49.63266183825688,9.0,4886.341830401388,14882.343104953283,2025-10-12,2023-07-23,11.0,,,V447,Mr. Lee,Van,R402,8217.077304198368,1335.386338333092,,North Hub,Mr. Khan,Medium,Debet,Yes,Returned,
S576930,O36861,C1882,Li Wei,jane@,+918714824878,,USA,West,600001.0,P5667,Charger,Clothing,20.367541324756793,13.0,3351.5750642742523,21598.497764749005,2022-12-14,2024-08-12,1.0,Pending,Ship,V646,Ms. Sharma,,R649,8641.039994658273,1463.6602901953722,Warehouse B,Central,,Low,Credt,Yes,,Handle with care
S687936,O29463,C7879,Fatima Noor,,+918896845092,Mumbai,USA,West,,P9210,Tablet,Clothing,77.33835454501741,14.0,1644.0594195786612,13794.510437642093,2022-02-17,2022-01-06,1.0,DELAYED,Ship,V571,Mrs. Patel,,R366,1108.0122331191321,433.1428677108873,Warehouse A,South Hub,,High,Credt,Yes,Returned,Delayed delivery
S711836,O51006,C5626,Li Wei,amit@gmail.com,+916352010401,mumbai,us,,560001.0,P9775,Headphones,Clothing,3.029203111037471,7.0,2700.135729141203,33111.50560680302,2020-07-31,2020-01-21,11.0,In Transit,Air,V959,Mrs. Patel,Truck,R672,9505.59236698481,860.6044895169268,Warehouse A,,,Medium,Credt,,Pending,
S188986,O14359,C9485,Jane Smith,jane@,+918247462383,Mumbai,U.K.,North,600001.0,P3895,Laptop,Furniture,18.591584237106513,7.0,3608.3771607748636,131061.78180224224,2020-01-09,2023-08-28,14.0,Cancelled,Road,V984,Mr. Lee,Bike,R958,6233.498867203423,494.64818993831005,Warehouse B,North Hub,Ms. Verma,High,Online,,Not Returned,Check packaging
S321219,O12735,C4294,Li Wei,amit@gmail.com,+919247927106,Bangalore,india,South,400001.0,P6123,Charger,,54.49826027424572,10.0,4376.729227010814,147017.13630754218,2022-02-05,2022-08-23,2.0,Pending,Road,V235,Mr. Rao,Bike,R430,8013.277385292363,494.64818993831005,,North Hub,Mr. Patel,,Debet,Yes,,
S955107,O74955,C7972,Li Wei,jane@,+919829844744,mumbai,UK,,400001.0,P5200,Headphones,Accessories,47.48538505361395,10.0,843.7059873305701,101699.56873361937,2021-04-14,2024-10-31,13.0,In Transit,Rail,V862,Mr. Lee,Truck,R454,3495.816486209194,796.33515645962,Hub C,Central,Ms. Verma,High,UPI,,,
S671068,O42067,C3783,Amit Kumar,amit@gmail.com,+919789633266,Chennai,us,North,110001.0,P2822,Tablet,Electronics,80.93553613758789,3.0,472.02821195246,87698.0352941312,2025-05-02,2023-03-19,2.0,,Air,V147,Mrs. Patel,Cargo,R776,1108.0122331191321,149.4238239751592,Warehouse A,Central,,,,,Pending,
S862052,O27128,C6475,Li Wei,amit@gmail.com,+919734038513,Mumbai,india,South,110001.0,P8905,Tablet,Furniture,9.30500395416599,9.0,911.0416179407564,72713.96427958044,2022-07-15,2023-01-06,2.0,In Transit,Air,V931,Ms. Sharma,Truck,R574,5527.842773988052,1070.479318614681,Warehouse B,,Mr. Patel,,,No,Not Returned,Delayed delivery
S861096,O22182,C6174,Li Wei,john@example.com,+916438903312,,India,,110001.0,P6521,Laptop,Clothing,77.21123440547882,13.0,2692.1612150385195,172921.79645421807,2021-06-17,2024-07-19,14.0,DELAYED,,V546,Mr. Rao,Bike,R923,4527.669155469163,709.6553950141215,Hub C,South Hub,Ms. Verma,,Online,Yes,Not Returned,Check packaging
S253556,O59230,C8291,,john@example.com,+916629369940,,USA,North,110001.0,P6414,Tablet,,44.29517312709033,16.0,866.0408676854231,60987.13870572674,2022-10-31,2022-06-27,-4.0,Pending,,V758,,Truck,R388,2321.3171458743936,1134.7870626084311,Warehouse B,South Hub,Ms. Verma,,UPI,No,,Handle with care
S934192,O70652,C7179,Fatima Noor,john@example.com,+917819475621,mumbai,USA,East,600001.0,P3005,,Clothing,49.770102556071386,9.0,352.55823286254605,171743.22888578053,2022-11-27,2022-03-09,3.0,In Transit,Road,V580,Mr. Lee,Cargo,R382,8553.133890518824,738.6984001823912,Warehouse A,,Mr. Khan,Low,,,Not Returned,Handle with care
S148763,O53465,C3343,Amit Kumar,,+916632367209,Mumbai,UK,East,,P5068,,Accessories,29.47729944970517,17.0,1470.172567114906,51317.76473990145,2021-04-05,2023-06-29,8.0,Cancelled,,V719,Ms. Sharma,Truck,R304,,685.8229713419096,Warehouse B,South Hub,,,Debet,,,Check packaging
S185624,O30984,C6812,Fatima Noor,,+917921982442,Delhi,India,North,,P6447,Laptop,Furniture,54.49826027424572,10.0,3619.05414454862,148242.9734891228,2025-08-20,2020-12-16,11.0,DELAYED,,V982,Mr. Lee,Van,R835,2231.7611095343395,738.6984001823912,Warehouse B,South Hub,Mr. Patel,Medium,,,Not Returned,Delayed delivery
S972225,O14796,C1946,Amit Kumar,,+916809307258,,us,South,400001.0,P5054,,,12.39962747086102,3.0,1984.8354527273511,179436.94651928847,2024-05-27,2020-10-24,1.0,delayed,Road,V916,Mr. Lee,Van,R720,8621.622056807979,558.3356878130787,,South Hub,Mr. Patel,High,Online,,,Check packaging
S525224,O11766,C7769,michael brown,jane@,+918065742116,Delhi,india,North,400001.0,P4283,Headphones,,73.3333972102348,1.0,1937.4876677627858,60987.13870572674,2025-09-18,2023-04-10,7.0,delayed,Road,V312,Ms. Sharma,,R678,352.5252197417602,107.63480635290375,,,Ms. Verma,,,,,
S250756,O64681,C5302,Amit Kumar,john@example.com,+917037511014,Chennai,us,,400001.0,P9882,Tablet,Accessories,93.98014468563682,15.0,1206.7690414433216,49172.273018740205,2024-01-09,2020-04-14,12.0,Pending,Road,V451,,Truck,R384,6203.769967791608,107.63480635290375,,North Hub,Ms. Verma,Low,UPI,No,Returned,
S816356,O23886,C4246,michael brown,jane@,+916733719630,Delhi,,South,110001.0,P6945,Laptop,,37.766741825312565,10.0,523.4605678022331,7967.942200681889,2023-07-25,2021-08-29,13.0,DELAYED,Air,V651,Mrs. Patel,Truck,R284,976.3534421699961,1463.6602901953722,Warehouse A,North Hub,,High,UPI,Yes,Returned,Delayed delivery
S686059,O59758,C3738,Li Wei,jane@,+918464134191,Delhi,U.K.,,,P4061,Headphones,Furniture,47.48538505361395,12.0,3014.228372520391,181861.21559136725,2021-01-14,2023-02-04,2.0,DELAYED,,V526,Ms. Sharma,Truck,R803,1084.9684005823767,1463.6602901953722,,South Hub,Mr. Khan,High,Credt,,Not Returned,Delayed delivery
S966943,O39750,C3327,Li Wei,,+916212278535,mumbai,USA,,110001.0,P7958,,Electronics,29.47729944970517,16.0,3619.9653685616213,171743.22888578053,2025-02-07,2024-02-27,3.0,DELAYED,Ship,V508,Mr. Rao,Cargo,R334,5719.099566952399,1045.618889312698,Warehouse B,,Mr. Khan,High,Online,No,Pending,
S659583,O19802,C4040,,,+916540217381,Chennai,india,North,,P3564,Tablet,Clothing,73.3333972102348,9.0,795.7657041279592,18874.57944789831,2025-04-02,2021-02-14,1.0,Delivered,Rail,V568,Ms. Sharma,Bike,R745,5625.156091417433,731.0664400538368,Warehouse B,,Mr. Patel,,Cash,No,Returned,
S704794,O23093,C6968,Amit Kumar,,+917440957191,Mumbai,india,South,,P1673,Mobile,,59.44524960177323,13.0,4140.753897801966,171743.22888578053,2020-07-23,2023-06-08,-2.0,delayed,Rail,V498,Ms. Sharma,Cargo,R181,8337.45315727269,1843.1615920235856,Warehouse A,Central,Mr. Khan,,Cash,,Returned,
S838216,O11214,C9544,Amit Kumar,john@example.com,+916414780452,Mumbai,us,North,600001.0,P3772,,Food,18.591584237106513,,912.2019229319939,148242.9734891228,2020-12-16,2022-07-27,1.0,delayed,Air,V209,Ms. Sharma,,R937,5242.289857164861,1134.7870626084311,,South Hub,,High,Cash,,Returned,
S537705,O87852,C8730,Fatima Noor,,+918229311576,Mumbai,UK,East,110001.0,P8166,Charger,Electronics,97.00603029011843,10.0,3191.0231972650536,155284.49953043126,2022-08-27,2021-11-10,-4.0,In Transit,Air,V679,Mr. Rao,Bike,R995,2892.410615379814,1248.440027973224,Warehouse A,North Hub,Mr. Khan,Medium,Debet,Yes,Not Returned,Handle with care
S657565,O75136,C9993,Fatima Noor,john@example.com,+916284347574,Mumbai,UK,West,600001.0,P6901,Headphones,Accessories,30.809070032750384,15.0,4624.872973105552,62335.441039422105,2024-02-25,2021-12-09,-2.0,,Ship,V389,,Truck,R933,6663.056267014754,1808.2833862035131,,North Hub,,Medium,UPI,No,,Handle with care
S911602,O20978,C1411,Li Wei,amit@gmail.com,+917826054726,Mumbai,U.K.,South,600001.0,P6949,Laptop,Clothing,76.19811233738129,10.0,2675.1471425446894,103142.16694630007,2025-07-11,2023-07-08,3.0,In Transit,Rail,V382,Mr. Rao,Bike,R530,2892.410615379814,1010.9860429469974,,North Hub,Mr. Patel,,Credt,Yes,Returned,
S395915,O47270,C1744,Li Wei,amit@gmail.com,+917226991030,Bangalore,us,,600001.0,P6503,Mobile,,98.69525019175147,6.0,3619.05414454862,136546.12686932215,2020-10-23,2021-05-02,4.0,,,V278,,Truck,R972,4839.546420163297,796.7421056073109,,,Mr. Patel,Medium,,Yes,Pending,Handle with care
S931578,O47310,C1800,Jane Smith,,+916297652439,mumbai,USA,,600001.0,P4483,Mobile,Accessories,43.04033132667569,17.0,1644.0594195786612,72897.15579025428,2025-10-06,2021-08-23,0.0,In Transit,Ship,V224,,Truck,R999,1034.1904113776382,433.1428677108873,Warehouse B,Central,Ms. Verma,,Debet,Yes,Returned,
S869380,O40404,C9244,,,+918042238804,,India,West,600001.0,P9013,Laptop,Accessories,77.33835454501741,10.0,472.02821195246,183930.7372013707,2023-07-31,2023-10-19,7.0,,,V926,,Bike,R868,3732.107672092139,1009.2353840107953,Warehouse A,Central,Mr. Patel,,Online,No,Not Returned,Delayed delivery
S430627,O81176,C9156,Fatima Noor,amit@gmail.com,+916410997792,Mumbai,U.K.,South,110001.0,P3882,Laptop,,86.37879087462156,13.0,3146.5043766263207,155284.49953043126,2024-10-17,2021-06-18,13.0,Pending,Air,V783,Mr. Rao,Cargo,R525,2892.410615379814,1035.526119803062,Warehouse A,North Hub,Mr. Khan,High,UPI,No,Returned,
S576638,O33114,C3549,Fatima Noor,,+919316460806,Bangalore,india,,600001.0,P4223,Tablet,Electronics,73.3333972102348,13.0,1274.3561221595528,113440.86770462616,2021-07-09,2025-07-31,12.0,delayed,Road,V258,Mrs. Patel,Truck,R785,976.3534421699961,1861.9599008559658,Warehouse A,North Hub,Mr. Khan,Low,,No,Pending,Handle with care
S111838,O55216,C6317,Jane Smith,jane@,+917402850301,Chennai,India,South,600001.0,P9660,Laptop,Food,32.8703679109448,11.0,4256.863571377221,94641.0785219888,2022-09-20,2023-04-29,2.0,delayed,Air,V411,Mr. Rao,Van,R449,5513.3751846654795,738.6984001823912,Hub C,,Mr. Khan,,Debet,,,Handle with care
S961976,O70448,C7727,michael brown,jane@,+918239039740,Delhi,India,,110001.0,P9435,Headphones,Clothing,35.996956006012134,8.0,4386.362714030262,131653.96707301988,2023-04-01,2021-10-01,3.0,In Transit,Air,V715,Mr. Rao,Cargo,R976,4493.931902391445,490.7450036521326,Warehouse B,,,Low,Credt,Yes,Not Returned,
S687461,O48085,C9667,John Doe,john@example.com,+918276340063,Delhi,U.K.,West,560001.0,P3407,Laptop,Food,86.68452650460605,1.0,4932.496363399561,171743.22888578053,2023-05-22,2022-01-06,9.0,delayed,Ship,V626,Mrs. Patel,Van,R993,8013.277385292363,183.36582981200672,,North Hub,Mr. Patel,Low,Cash,,,Check packaging
S473538,O51967,C1098,Fatima Noor,jane@,+919639574554,,,East,560001.0,P4231,Laptop,Furniture,44.29517312709033,13.0,2903.3773002817984,190358.3469061544,2020-11-21,2023-08-26,3.0,Delivered,Ship,V259,Mr. Rao,,R808,4493.931902391445,709.6553950141215,Warehouse A,South Hub,Ms. Verma,Low,Cash,No,,Delayed delivery
S261605,O28448,C6868,Fatima Noor,amit@gmail.com,+918040761334,Bangalore,india,,400001.0,P1144,Laptop,Electronics,21.627741512488477,9.0,1470.172567114906,191096.88251139285,2020-01-24,2021-09-17,9.0,Cancelled,Ship,V153,Mr. Lee,Van,R259,103.9569566343168,433.1428677108873,Warehouse B,Central,Ms. Verma,,Cash,,Returned,
S556107,O78267,C2995,John Doe,amit@gmail.com,+918781982820,Delhi,USA,South,560001.0,P8501,Tablet,Electronics,76.19811233738129,2.0,2675.1471425446894,133645.41925306083,2024-07-07,2024-12-09,-1.0,delayed,Air,V829,Ms. Sharma,Bike,R497,4713.974381356493,490.7450036521326,,,,Medium,Credt,,Pending,Handle with care
S471085,O24743,C9967,,jane@,+919799789371,Delhi,,East,400001.0,P9166,,,37.766741825312565,8.0,1412.1114331677868,194596.3121840462,2025-01-16,2024-01-02,-2.0,,Air,V818,Mrs. Patel,Van,R706,880.2333472241612,914.0718784944544,,North Hub,,Medium,UPI,Yes,Pending,Check packaging
S251074,O79689,C4687,John Doe,,+917519915782,,India,South,560001.0,P5659,Charger,Furniture,32.8703679109448,8.0,2814.938437455917,61620.033408472336,2024-03-31,2024-12-30,3.0,In Transit,Road,V187,Ms. Sharma,Cargo,R821,9057.001815926433,1756.9267606299247,Hub C,South Hub,Ms. Verma,,Card,Yes,Returned,Delayed delivery
S925773,O26328,C3547,michael brown,jane@,+918647306281,Mumbai,us,East,110001.0,P9531,Tablet,,28.452983713894387,16.0,2903.3773002817984,126046.97541719936,2022-03-06,2020-12-23,8.0,In Transit,Rail,V153,Mr. Lee,Van,R253,4493.931902391445,1035.526119803062,Warehouse A,North Hub,Mr. Patel,High,,,Not Returned,
S557865,O32222,C3060,Li Wei,john@example.com,+918340021486,mumbai,U.K.,North,110001.0,P2344,Headphones,Furniture,7.867442847541991,5.0,4662.325816717454,133645.41925306083,2024-04-24,2023-07-06,4.0,Pending,Ship,V103,Mr. Rao,Truck,R630,2556.84184777188,23.390088553611708,Warehouse B,South Hub,Mr. Patel,High,Card,Yes,,Handle with care
S912742,O42635,C7256,michael brown,amit@gmail.com,+919771438627,Delhi,india,,600001.0,P4529,Headphones,Furniture,10.218375343635195,11.0,2203.7000871626456,14882.343104953283,2021-01-29,2020-04-26,3.0,DELAYED,Road,V240,,Truck,R757,1183.948113343711,731.0664400538368,,South Hub,Mr. Khan,Medium,,No,Pending,Delayed delivery
S431577,O66293,C6332,Li Wei,amit@gmail.com,+917209606029,Mumbai,,,110001.0,P2682,Headphones,Food,12.028971422750406,16.0,473.0606673630325,65423.89090924677,2025-04-14,2025-07-20,0.0,In Transit,,V738,Ms. Sharma,,R671,8553.133890518824,1147.6067239810777,Hub C,,Mr. Khan,High,Card,Yes,Pending,Handle with care
S323365,O82610,C1867,Fatima Noor,jane@,+917150805843,Chennai,us,East,,P1000,Headphones,Electronics,95.09607348778665,10.0,247.93133754931196,45101.87521972178,2023-04-25,2020-06-30,3.0,Delivered,Ship,V629,Mrs. Patel,,R557,7599.699296509487,643.2002564090315,,North Hub,Ms. Verma,High,Debet,,Pending,
S775241,O27663,C7728,John Doe,amit@gmail.com,+919048635236,mumbai,USA,West,,P7105,,Clothing,59.44524960177323,4.0,4140.753897801966,144272.0612889226,2022-11-28,2022-01-13,14.0,Delivered,Ship,V791,Ms. Sharma,,R534,586.5309851562531,1697.1710168935022,Hub C,South Hub,,Medium,UPI,Yes,Pending,Handle with care
S402587,O27826,C7485,Fatima Noor,amit@gmail.com,+917878034982,mumbai,,South,110001.0,P5871,,Furniture,33.4243534728386,13.0,1131.194486882145,34984.629437934826,2020-12-24,2022-02-24,0.0,,Road,V771,Mr. Lee,Cargo,R905,5242.289857164861,433.1428677108873,Warehouse B,South Hub,Ms. Verma,High,Credt,No,Pending,
S300214,O95392,C8178,michael brown,,+918754119142,Delhi,UK,East,560001.0,P8355,Tablet,Food,14.521960384988883,9.0,4932.496363399561,90097.76479821977,2025-08-20,2023-10-15,4.0,Delivered,Rail,V865,Ms. Sharma,Van,R647,6590.437715337587,1858.3740533142131,Warehouse A,,,High,Credt,No,,Delayed delivery
S390201,O79842,C1249,,,+919283951264,mumbai,UK,West,110001.0,P2041,Tablet,,17.467150306885507,5.0,1428.488157411806,50746.4205647399,2023-12-13,2022-05-25,1.0,Pending,,V706,Mr. Lee,Bike,R666,4527.669155469163,632.8260178130992,Warehouse B,North Hub,Mr. Khan,Medium,Cash,,,Handle with care
S736014,O66166,C5645,Jane Smith,jane@,+918820898823,Delhi,India,South,560001.0,P8046,,,43.47852935489052,4.0,4318.381124021914,190358.3469061544,2023-10-29,2024-10-13,12.0,delayed,Ship,V201,Mr. Rao,Truck,R658,9534.073322592092,1117.916775277942,Hub C,South Hub,Ms. Verma,Low,,Yes,Not Returned,
